YJコード,品名,成分名,規格,薬価,経過措置期限
1139010R1039,レベチラセタムドライシロップ５０％「ＪＧ」,レベチラセタム,５０％１ｇ,57.9,
1139010R1047,レベチラセタムドライシロップ５０％「ＹＤ」,レベチラセタム,５０％１ｇ,57.9,
1139010R1055,レベチラセタムＤＳ５０％「杏林」,レベチラセタム,５０％１ｇ,60.9,
1139010R1063,レベチラセタムＤＳ５０％「サワイ」,レベチラセタム,５０％１ｇ,57.9,
1139010R1071,レベチラセタムＤＳ５０％「タカタ」,レベチラセタム,５０％１ｇ,60.9,
1139010R1080,レベチラセタムＤＳ５０％「トーワ」,レベチラセタム,５０％１ｇ,57.9,
1139010R1098,レベチラセタムドライシロップ５０％「日医工」,レベチラセタム,５０％１ｇ,57.9,
1139010R1101,レベチラセタムドライシロップ５０％「日新」,レベチラセタム,５０％１ｇ,60.9,
1139010R1110,レベチラセタムドライシロップ５０％「明治」,レベチラセタム,５０％１ｇ,57.9,
1139011M1028,ディアコミットカプセル２５０ｍｇ,スチリペントール,２５０ｍｇ１カプセル,793.7,
1139011R1025,ディアコミットドライシロップ分包２５０ｍｇ,スチリペントール,２５０ｍｇ１包,791.1,
1139011R2021,ディアコミットドライシロップ分包５００ｍｇ,スチリペントール,５００ｍｇ１包,1580.7,
1139012F1023,イノベロン錠１００ｍｇ,ルフィナミド,１００ｍｇ１錠,83.2,
1139012F2020,イノベロン錠２００ｍｇ,ルフィナミド,２００ｍｇ１錠,136.1,
1139013B1026,サブリル散分包５００ｍｇ,ビガバトリン,５００ｍｇ１包,1514.5,
1139014C1026,フィコンパ細粒１％,ペランパネル水和物,１％１ｇ,1065.6,
1139014F1022,フィコンパ錠２ｍｇ,ペランパネル水和物,２ｍｇ１錠,190.3,
1139014F2029,フィコンパ錠４ｍｇ,ペランパネル水和物,４ｍｇ１錠,319.7,
1139015F1027,ビムパット錠５０ｍｇ,ラコサミド,５０ｍｇ１錠,186,
1139015F1035,ラコサミド錠５０ｍｇ「ＪＧ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1043,ラコサミド錠５０ｍｇ「ＶＴＲＳ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1051,ラコサミド錠５０ｍｇ「ＹＤ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1060,ラコサミド錠５０ｍｇ「アメル」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1078,ラコサミド錠５０ｍｇ「ケミファ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1086,ラコサミド錠５０ｍｇ「サワイ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1094,ラコサミド錠５０ｍｇ「サンド」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1108,ラコサミド錠５０ｍｇ「ダイト」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1116,ラコサミド錠５０ｍｇ「タカタ」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F1124,ラコサミド錠５０ｍｇ「日新」,ラコサミド,５０ｍｇ１錠,74.2,
1139015F2023,ビムパット錠１００ｍｇ,ラコサミド,１００ｍｇ１錠,303,
1139015F2031,ラコサミド錠１００ｍｇ「ＪＧ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2040,ラコサミド錠１００ｍｇ「ＶＴＲＳ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2058,ラコサミド錠１００ｍｇ「ＹＤ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2066,ラコサミド錠１００ｍｇ「アメル」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2074,ラコサミド錠１００ｍｇ「ケミファ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2082,ラコサミド錠１００ｍｇ「サワイ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2090,ラコサミド錠１００ｍｇ「サンド」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2104,ラコサミド錠１００ｍｇ「ダイト」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2112,ラコサミド錠１００ｍｇ「タカタ」,ラコサミド,１００ｍｇ１錠,121.1,
1139015F2120,ラコサミド錠１００ｍｇ「日新」,ラコサミド,１００ｍｇ１錠,121.1,
1139015R1023,ビムパットドライシロップ１０％,ラコサミド,１０％１ｇ,333.9,
1139015R1031,ラコサミドドライシロップ１０％「ＪＧ」,ラコサミド,１０％１ｇ,133.3,
1139015R1040,ラコサミドドライシロップ１０％「ＹＤ」,ラコサミド,１０％１ｇ,133.3,
1139015R1058,ラコサミドＤＳ１０％「アメル」,ラコサミド,１０％１ｇ,133.3,
1139015R1066,ラコサミドドライシロップ１０％「ケミファ」,ラコサミド,１０％１ｇ,133.3,
1139015R1074,ラコサミドＤＳ１０％「サワイ」,ラコサミド,１０％１ｇ,133.3,
1139015R1082,ラコサミドドライシロップ１０％「サンド」,ラコサミド,１０％１ｇ,133.3,
1139015R1090,ラコサミドドライシロップ１０％「ダイト」,ラコサミド,１０％１ｇ,133.3,
1139015R1104,ラコサミドＤＳ１０％「タカタ」,ラコサミド,１０％１ｇ,133.3,
1139015R1112,ラコサミドドライシロップ１０％「日新」,ラコサミド,１０％１ｇ,133.3,
1139016S1020,フィンテプラ内用液２．２ｍｇ／ｍＬ,フェンフルラミン塩酸塩,０．２２％１ｍＬ,1618.7,
1139017F1026,ブリィビアクト錠２５ｍｇ,ブリーバラセタム,２５ｍｇ１錠,373.3,
1139017F2022,ブリィビアクト錠５０ｍｇ,ブリーバラセタム,５０ｍｇ１錠,609.3,
1139100F1037,複合アレビアチン配合錠,フェニトイン・フェノバルビタール,１錠,14.6,
1139103X1036,ヒダントールＤ配合錠,フェニトイン・フェノバルビタール配合剤,１錠,6.3,
1139104X1030,ヒダントールＥ配合錠,フェニトイン・フェノバルビタール配合剤,１錠,6.3,
1139105X1035,ヒダントールＦ配合錠,フェニトイン・フェノバルビタール配合剤,１錠,6.3,
1141001X1010,アセトアミノフェン,アセトアミノフェン,１ｇ,8,
1141005B1062,ポンタール散５０％,メフェナム酸,５０％１ｇ,8.3,
1141005C2030,ポンタール細粒９８．５％,メフェナム酸,９８．５％１ｇ,12.4,
1141005M2094,ポンタールカプセル２５０ｍｇ,メフェナム酸,２５０ｍｇ１カプセル,6.3,
1141005Q1081,ポンタールシロップ３．２５％,メフェナム酸,３．２５％１ｍＬ,7.1,
1141007C1016,アセトアミノフェン２０％細粒,アセトアミノフェン,２０％１ｇ,6.9,R9.3.31まで
1141007C1075,カロナール細粒２０％,アセトアミノフェン,２０％１ｇ,12.2,
1141007C1156,アセトアミノフェン細粒２０％「トーワ」,アセトアミノフェン,２０％１ｇ,12.2,
1141007C2020,カロナール細粒５０％,アセトアミノフェン,５０％１ｇ,13.6,
1141007F1012,アセトアミノフェン２００ｍｇ錠,アセトアミノフェン,２００ｍｇ１錠,6.3,
1141007F1063,カロナール錠２００,アセトアミノフェン,２００ｍｇ１錠,6.5,
1141007F1152,アセトアミノフェン錠２００ｍｇ「ＪＧ」,アセトアミノフェン,２００ｍｇ１錠,6.5,
1141007F1225,アセトアミノフェン錠２００ｍｇ「ＴＣＫ」,アセトアミノフェン,２００ｍｇ１錠,6.5,
1141007F2019,アセトアミノフェン３００ｍｇ錠,アセトアミノフェン,３００ｍｇ１錠,6.3,
1141007F2027,カロナール錠３００,アセトアミノフェン,３００ｍｇ１錠,6.9,
1141007F2043,アセトアミノフェン錠３００ｍｇ「ＪＧ」,アセトアミノフェン,３００ｍｇ１錠,6.9,
1141007F3023,カロナール錠５００,アセトアミノフェン,５００ｍｇ１錠,11.2,
1141007F3031,アセトアミノフェン錠５００ｍｇ「マルイシ」,アセトアミノフェン,５００ｍｇ１錠,11.2,
1141007F3040,アセトアミノフェン錠５００ｍｇ「ケンエー」,アセトアミノフェン,５００ｍｇ１錠,11.2,
1141007Q1013,アセトアミノフェン２％シロップ,アセトアミノフェン,２％１ｍＬ,7.1,
1141007R1060,アセトアミノフェンＤＳ小児用２０％「タカタ」,アセトアミノフェン,２０％１ｇ,6.9,
1141007R1078,アセトアミノフェンＤＳ小児用２０％「トーワ」,アセトアミノフェン,２０％１ｇ,17,
1141007R1086,アセトアミノフェンＤＳ小児用２０％「三和」,アセトアミノフェン,２０％１ｇ,17,
1141007R2031,アセトアミノフェンＤＳ４０％「三和」,アセトアミノフェン,４０％１ｇ,14.8,
1143001X1040,アスピリン「ケンエー」,アスピリン,１０ｇ,43.8,
1143001X1112,アスピリン「ホエイ」,アスピリン,１０ｇ,35.6,
1143001X1147,アスピリン（山善）,アスピリン,１０ｇ,49.1,
1143001X1201,アスピリン「ヨシダ」,アスピリン,１０ｇ,49.1,
1143001X1236,アスピリン原末「マルイシ」,アスピリン,１０ｇ,49.1,
1143005X1013,エテンザミド,エテンザミド,１ｇ,11.7,
1144002X1017,イソプロピルアンチピリン,イソプロピルアンチピリン,１ｇ,12.3,
1144005X1010,スルピリン水和物,スルピリン水和物,１ｇ,7.5,
1144007X1010,ミグレニン,ミグレニン,１ｇ,7.7,
1145001M1013,インドメタシンカプセル,インドメタシン,２５ｍｇ１カプセル,9.8,
1145003F1030,ランツジールコーワ錠３０ｍｇ,アセメタシン,３０ｍｇ１錠,10.8,
1145005M1020,インフリーカプセル１００ｍｇ,インドメタシン　ファルネシル,１００ｍｇ１カプセル,9,
1145005M2026,インフリーＳカプセル２００ｍｇ,インドメタシン　ファルネシル,２００ｍｇ１カプセル,16.2,
1147002F1013,ジクロフェナクナトリウム２５ｍｇ錠,ジクロフェナクナトリウム,２５ｍｇ１錠,6.1,
1147002F1560,ボルタレン錠２５ｍｇ,ジクロフェナクナトリウム,２５ｍｇ１錠,6.5,
1147002N1123,ナボールＳＲカプセル３７．５,ジクロフェナクナトリウム,３７．５ｍｇ１カプセル,9.1,
1147002N1174,ボルタレンＳＲカプセル３７．５ｍｇ,ジクロフェナクナトリウム,３７．５ｍｇ１カプセル,6.3,
1148001F1059,ソランタール錠５０ｍｇ,チアラミド塩酸塩,５０ｍｇ１錠,10.8,
1148001F2101,ソランタール錠１００ｍｇ,チアラミド塩酸塩,１００ｍｇ１錠,10.8,
1149001D1160,ブルフェン顆粒２０％,イブプロフェン,２０％１ｇ,6.9,
1149001D1187,イブプロフェン顆粒２０％「ツルハラ」,イブプロフェン,２０％１ｇ,6.9,
1149001F1013,イブプロフェン１００ｍｇ錠,イブプロフェン,１００ｍｇ１錠,6.3,
1149001F1455,ブルフェン錠１００,イブプロフェン,１００ｍｇ１錠,6.3,
1149001F2168,ブルフェン錠２００,イブプロフェン,２００ｍｇ１錠,6.3,
1149001F2214,イブプロフェン錠２００ｍｇ「ＴＣＫ」,イブプロフェン,２００ｍｇ１錠,8.9,
1149001F2222,イブプロフェン錠２００ｍｇ「ＮＩＧ」,イブプロフェン,２００ｍｇ１錠,8.9,
1149007F1142,ナイキサン錠１００ｍｇ,ナプロキセン,１００ｍｇ１錠,6.3,
1149009M1035,パラミヂンカプセル３００ｍｇ,ブコローム,３００ｍｇ１カプセル,8.6,
1149011F1076,フロベン錠４０,フルルビプロフェン,４０ｍｇ１錠,15.7,
1149013F1091,ミグリステン錠２０,ジメトチアジンメシル酸塩,２０ｍｇ１錠,8.2,
1149019C1149,ロキソニン細粒１０％,ロキソプロフェンナトリウム水和物,１０％１ｇ,11.4,
1149019C1157,ロキソプロフェンＮａ細粒１０％「サワイ」,ロキソプロフェンナトリウム水和物,１０％１ｇ,21.6,
1149019F1013,ロキソプロフェンナトリウム６０ｍｇ錠,ロキソプロフェンナトリウム水和物,６０ｍｇ１錠,10.5,
1149019F1560,ロキソニン錠６０ｍｇ,ロキソプロフェンナトリウム水和物,６０ｍｇ１錠,10.8,
1149023F1036,ノイロトロピン錠４単位,ワクシニアウイルス接種家兎炎症皮膚抽出液,４単位１錠,28.1,
1149026F1056,アルボ錠１００ｍｇ,オキサプロジン,１００ｍｇ１錠,17.5,
1149026F2206,アルボ錠２００ｍｇ,オキサプロジン,２００ｍｇ１錠,18.4,
1149027F1034,レリフェン錠４００ｍｇ,ナブメトン,４００ｍｇ１錠,16.6,
1149029F1017,ザルトプロフェン８０ｍｇ錠,ザルトプロフェン,８０ｍｇ１錠,10.8,
1149029F1025,ソレトン錠８０,ザルトプロフェン,８０ｍｇ１錠,14,
1149029F1033,ペオン錠８０,ザルトプロフェン,８０ｍｇ１錠,10.8,
1149031F1022,モーバー錠１００ｍｇ,アクタリット,１００ｍｇ１錠,23.2,R9.3.31まで
1149031F1030,オークル錠１００ｍｇ,アクタリット,１００ｍｇ１錠,24.2,R9.3.31まで
1149032F1027,ハイペン錠１００ｍｇ,エトドラク,１００ｍｇ１錠,6.8,
1149032F1132,エトドラク錠１００ｍｇ「ＳＷ」,エトドラク,１００ｍｇ１錠,6.3,
1149032F2023,ハイペン錠２００ｍｇ,エトドラク,２００ｍｇ１錠,10.5,
1149032F2171,エトドラク錠２００ｍｇ「ＳＷ」,エトドラク,２００ｍｇ１錠,11.5,
1149034F1026,ソセゴン錠２５ｍｇ,塩酸ペンタゾシン,２５ｍｇ１錠,23.5,R9.3.31まで
1149035F1012,メロキシカム５ｍｇ錠,メロキシカム,５ｍｇ１錠,7.3,
1149035F1020,モービック錠５ｍｇ,メロキシカム,５ｍｇ１錠,10.5,
1149035F1136,メロキシカム錠５ｍｇ「ケミファ」,メロキシカム,５ｍｇ１錠,9.5,
1149035F1144,メロキシカム錠５ｍｇ「サワイ」,メロキシカム,５ｍｇ１錠,9.5,
1149035F1195,メロキシカム錠５ｍｇ「日医工」,メロキシカム,５ｍｇ１錠,9.5,
1149035F2027,モービック錠１０ｍｇ,メロキシカム,１０ｍｇ１錠,19,
1149035F2051,メロキシカム錠１０ｍｇ「ＮＰ」,メロキシカム,１０ｍｇ１錠,10.1,R9.3.31まで
1149035F2060,メロキシカム錠１０ｍｇ「ＮＰＩ」,メロキシカム,１０ｍｇ１錠,10.1,
1149035F2132,メロキシカム錠１０ｍｇ「ケミファ」,メロキシカム,１０ｍｇ１錠,14.4,
1149035F2140,メロキシカム錠１０ｍｇ「サワイ」,メロキシカム,１０ｍｇ１錠,14.4,
1149035F2183,メロキシカム錠１０ｍｇ「トーワ」,メロキシカム,１０ｍｇ１錠,14.4,
1149035F2191,メロキシカム錠１０ｍｇ「日医工」,メロキシカム,１０ｍｇ１錠,9.2,
1149035F2221,メロキシカム錠１０ｍｇ「クニヒロ」,メロキシカム,１０ｍｇ１錠,10.1,
1149036F1025,ロルカム錠２ｍｇ,ロルノキシカム,２ｍｇ１錠,10.8,
1149036F1033,ロルノキシカム錠２ｍｇ「ＫＯ」,ロルノキシカム,２ｍｇ１錠,10.8,
1149036F2021,ロルカム錠４ｍｇ,ロルノキシカム,４ｍｇ１錠,10.8,
1149036F2030,ロルノキシカム錠４ｍｇ「ＫＯ」,ロルノキシカム,４ｍｇ１錠,10.8,
1149037F1011,セレコキシブ１００ｍｇ錠,セレコキシブ,１００ｍｇ１錠,6.3,
1149037F1020,セレコックス錠１００ｍｇ,セレコキシブ,１００ｍｇ１錠,15.7,
1149037F1097,セレコキシブ錠１００ｍｇ「杏林」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1100,セレコキシブ錠１００ｍｇ「ケミファ」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1119,セレコキシブ錠１００ｍｇ「サワイ」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1143,セレコキシブ錠１００ｍｇ「トーワ」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1160,セレコキシブ錠１００ｍｇ「日新」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1194,セレコキシブ錠１００ｍｇ「フェルゼン」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1208,セレコキシブ錠１００ｍｇ「三笠」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1216,セレコキシブ錠１００ｍｇ「明治」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F1224,セレコキシブ錠１００ｍｇ「ＶＴＲＳ」,セレコキシブ,１００ｍｇ１錠,8.3,
1149037F2018,セレコキシブ２００ｍｇ錠,セレコキシブ,２００ｍｇ１錠,6.7,
1149037F2026,セレコックス錠２００ｍｇ,セレコキシブ,２００ｍｇ１錠,23,
1149037F2042,セレコキシブ錠２００ｍｇ「ＪＧ」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2085,セレコキシブ錠２００ｍｇ「オーハラ」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2093,セレコキシブ錠２００ｍｇ「杏林」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2107,セレコキシブ錠２００ｍｇ「ケミファ」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2115,セレコキシブ錠２００ｍｇ「サワイ」,セレコキシブ,２００ｍｇ１錠,11.1,
1149037F2131,セレコキシブ錠２００ｍｇ「武田テバ」,セレコキシブ,２００ｍｇ１錠,12.5,R9.3.31まで
1149037F2140,セレコキシブ錠２００ｍｇ「トーワ」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2166,セレコキシブ錠２００ｍｇ「日新」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2190,セレコキシブ錠２００ｍｇ「フェルゼン」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2204,セレコキシブ錠２００ｍｇ「三笠」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2212,セレコキシブ錠２００ｍｇ「明治」,セレコキシブ,２００ｍｇ１錠,12.5,
1149037F2220,セレコキシブ錠２００ｍｇ「ＶＴＲＳ」,セレコキシブ,２００ｍｇ１錠,12.5,
1149038F1024,トラマールＯＤ錠２５ｍｇ,トラマドール塩酸塩,２５ｍｇ１錠,13.9,
